horizon,forecast_date,depth,mean,sd,obs,turnover_pct
1,2021-05-02,0.5,19.2873910617828,1.2012194371385,17.3246,0
1,2021-05-02,1.5,18.4732198238373,1.23285904404904,16.9516,0
1,2021-05-02,2.5,17.2548578310013,1.2608430552238,16.1144,0
1,2021-05-02,3.5,13.3387215900421,1.42569811175492,13.8732,0
1,2021-05-02,4.5,11.9669989728928,1.2545640391841,12.2932,0
1,2021-05-02,5.5,10.6384508085251,1.00659266098387,10.9712,0
1,2021-05-02,6.5,9.33350164651871,0.734403088177848,9.6366,0
1,2021-05-02,8,8.58089888811111,0.50200144346978,8.9541,0
1,2021-05-02,9,8.3996723818779,0.486290749865584,8.5978,0
1,2021-05-02,10,8.25466397047043,0.471094779910163,8.5395,0
1,2021-05-02,11,8.03162205219269,0.50060087916866,8.4018,0
2,2021-05-02,0.5,18.9947043228149,1.35291828011528,17.3931,0
2,2021-05-02,1.5,18.8794716024399,1.42775531810812,17.3258,0
2,2021-05-02,2.5,17.7657188844681,1.49253233975123,16.6922,0
2,2021-05-02,3.5,13.5854756402969,1.58037358856435,14.2044,0
2,2021-05-02,4.5,11.9731622362137,1.36175477472601,12.0486,0
2,2021-05-02,5.5,10.6788373851776,1.14671505822833,10.9496,0
2,2021-05-02,6.5,9.45580621242523,0.850960599113033,10.092,0
2,2021-05-02,8,8.60359239339829,0.558996526609939,9.2245,0
2,2021-05-02,9,8.39089475393295,0.532645654644542,8.7646,0
2,2021-05-02,10,8.22063864469528,0.542530161914796,8.6001,0
2,2021-05-02,11,8.006860435009,0.559212841161961,8.4442,0
3,2021-05-02,0.5,19.9231190061569,1.53985188355963,18.8521,0
3,2021-05-02,1.5,19.8232938814163,1.56465375052034,18.8451,0
3,2021-05-02,2.5,18.5771585798264,1.64043199142719,16.5563,0
3,2021-05-02,3.5,13.9134390354156,1.91905196131023,14.6327,0
3,2021-05-02,4.5,12.0014783573151,1.47429285702391,12.299,0
3,2021-05-02,5.5,10.7171661520004,1.19853435206151,10.5116,0
3,2021-05-02,7,9.14190769672394,0.778879064809523,9.6857,0
3,2021-05-02,8,8.64598255634308,0.617662592487314,9.2314,0
3,2021-05-02,9,8.4152511882782,0.603489361268955,8.9346,0
3,2021-05-02,10,8.22907639741898,0.588872566090812,8.7841,0
3,2021-05-02,11,8.00611170291901,0.603423352977698,8.6024,0
4,2021-05-02,0.5,19.8494276428223,1.6205619530349,18.9725,0
4,2021-05-02,1.5,19.8226365375519,1.60666608294618,18.9336,0
4,2021-05-02,2.5,19.2379867649078,1.63542345983589,18.8917,0
4,2021-05-02,3.5,14.2469501018524,2.03374322179563,14.9645,0
4,2021-05-02,4.5,12.0604617643356,1.61028697208319,12.2291,0
4,2021-05-02,5.5,10.758606569767,1.29459200548509,10.8491,0
4,2021-05-02,7,9.19734565258026,0.850700368324833,9.6639,0
4,2021-05-02,8,8.68641679525375,0.681356429113722,8.8753,0
4,2021-05-02,9,8.40008301496506,0.643980743808188,8.659,0
4,2021-05-02,10,8.21328071832657,0.639068598435074,8.622,0
4,2021-05-02,11,8.02041589021683,0.616347734504998,8.5282,0
5,2021-05-02,0.5,19.8192982673645,1.77843867639121,18.6846,0
5,2021-05-02,1.5,19.5523699474335,1.6989278237617,18.376,0
5,2021-05-02,2.5,18.7807292699814,1.63692458889149,17.5747,0
5,2021-05-02,3.5,14.5796121358871,2.08048599137307,14.7716,0
5,2021-05-02,4.5,12.1746764183044,1.69915775391851,12.2786,0
5,2021-05-02,5.5,10.7819709038734,1.37650100404121,11.1984,0
5,2021-05-02,7,9.25674517631531,0.914439022717136,10.1009,0
5,2021-05-02,8,8.6899870467186,0.692043178541151,9.3607,0
5,2021-05-02,9,8.38245789766312,0.637089024530398,8.8269,0
5,2021-05-02,10,8.17618094444275,0.634783205647781,8.6767,0
5,2021-05-02,11,7.97425111532211,0.645583745789129,8.5451,0
6,2021-05-02,0.5,18.9177674627304,1.93251808732131,17.3536,0
6,2021-05-02,1.5,18.963425989151,1.93971840940044,17.3458,0
6,2021-05-02,2.5,18.6840596246719,1.75025390286705,17.3376,0
6,2021-05-02,3.5,15.1271255207062,2.23863539785918,15.0603,0
6,2021-05-02,4.5,12.3417072105408,1.92715767743206,12.9356,0
6,2021-05-02,5.5,10.9143715572357,1.4293001113199,10.632,0
6,2021-05-02,7,9.35854584932327,0.889699638648426,9.5501,0
6,2021-05-02,8,8.72961478471756,0.691659458060696,8.9604,0
6,2021-05-02,9,8.35828850507736,0.655024430868162,8.7261,0
6,2021-05-02,10,8.18046912670136,0.647950797337131,8.6391,0
6,2021-05-02,11,7.95606655597687,0.646171111825506,8.509,0
7,2021-05-02,0.5,18.4796530199051,2.061289262403,17.0139,0
7,2021-05-02,1.5,18.3474753284454,1.99044237895827,16.9983,0
7,2021-05-02,2.5,18.0783496046066,1.86143507357982,16.9579,0
7,2021-05-02,3.5,15.3846241188049,2.24750900028315,15.5762,0
7,2021-05-02,4.5,12.4392883729935,2.01144135196238,13.7602,0
7,2021-05-02,5.5,10.9110736131668,1.4491138133091,10.9234,0
7,2021-05-02,6.5,9.8214821100235,1.04333376417468,9.598,0
7,2021-05-02,8,8.75534842967987,0.743665811674684,9.0253,0
7,2021-05-02,9,8.37567846059799,0.693293946615449,8.7478,0
7,2021-05-02,10,8.15331996202469,0.666872839929581,8.6596,0
7,2021-05-02,11,7.95299205541611,0.658251111773146,8.5397,0
8,2021-05-02,0.5,18.531680188179,2.11513550924075,17.0995,0
8,2021-05-02,1.5,18.2060352134705,2.08632337783319,17.1011,0
