horizon,forecast_date,depth,mean,sd,obs,turnover_pct
1,2021-02-15,0.5,1.75458495872095,1.77308611292202,2.7688,76.5
1,2021-02-15,1.5,2.66050302087329,1.7036895614069,2.7564,76.5
1,2021-02-15,2.5,2.91660637337714,1.67020880774746,2.8106,76.5
1,2021-02-15,4,3.12193535396829,1.47665635561353,2.8558,76.5
1,2021-02-15,5,3.26295485846465,1.39551484890118,2.9206,76.5
1,2021-02-15,6,3.42264304190874,1.22084568174874,2.9701,76.5
1,2021-02-15,7,3.49653482005,1.11506864736877,2.9391,76.5
1,2021-02-15,8,3.58657051295042,0.98332570176682,2.9669,76.5
1,2021-02-15,9,3.64645262300968,0.887726445407763,2.9656,76.5
1,2021-02-15,10,3.71045797973871,0.778717428899696,3.017,76.5
1,2021-02-15,11,3.89812643051147,0.599798356363711,3.0986,76.5
2,2021-02-15,0.5,3.15408802462742,1.59703539511987,2.5965,96
2,2021-02-15,1.5,3.11827162593603,1.57042671706859,2.5882,96
2,2021-02-15,3,3.17881655376405,1.47756289224534,2.6184,96
2,2021-02-15,4,3.18743262752891,1.44547414913939,2.5974,96
2,2021-02-15,5,3.17854178585112,1.40618241398109,2.622,96
2,2021-02-15,6,3.15021436618641,1.32114342078237,2.6484,96
2,2021-02-15,7,3.1744779229816,1.23848751507018,2.6107,96
2,2021-02-15,8,3.17450178835541,1.20098671554083,2.6448,96
2,2021-02-15,9,3.20385962929577,1.17149593231443,2.6415,96
2,2021-02-15,10,3.23019616991282,1.17542452846866,2.6606,96
2,2021-02-15,11,3.2864279910922,1.13225069588205,2.6234,96
3,2021-02-15,0.5,2.61969729303382,1.64060681781269,2.6357,92.5
3,2021-02-15,1.5,3.17471710503101,1.50145896197101,2.6931,92.5
3,2021-02-15,3,3.21766063731164,1.46799654219458,2.7182,92.5
3,2021-02-15,4,3.16468937897123,1.47827806157824,2.7082,92.5
3,2021-02-15,5,3.17389612458646,1.46268129247932,2.7449,92.5
3,2021-02-15,6,3.17645123956725,1.26522149288726,2.7817,92.5
3,2021-02-15,7,3.1843066161871,1.19444076486667,2.755,92.5
3,2021-02-15,8,3.20081468395889,1.14257301057534,2.8068,92.5
3,2021-02-15,9,3.22954302180558,1.11788001422182,2.8315,92.5
3,2021-02-15,10,3.26639366358519,1.08261341559957,2.8695,92.5
3,2021-02-15,11,3.36502526044846,1.01662719642716,2.836,92.5
4,2021-02-15,0.5,1.72056558754237,1.87748361433905,2.2228,71
4,2021-02-15,1.5,2.87950049545616,1.54886356315304,2.2189,71
4,2021-02-15,3,3.0346587985009,1.47999671813512,2.2632,71
4,2021-02-15,4,3.04736540797632,1.44319174603591,2.27,71
4,2021-02-15,5,3.1367587453872,1.37327565029433,2.3146,71
4,2021-02-15,6,3.1839987995103,1.2121692152807,2.4794,71
4,2021-02-15,7,3.20670089896768,1.1362440845695,2.4407,71
4,2021-02-15,8,3.28184532317799,1.0522162196869,2.4876,71
4,2021-02-15,9,3.34336274459958,1.01875450902688,2.568,71
4,2021-02-15,10,3.39395259663463,0.954753240119626,2.6406,71
4,2021-02-15,11,3.54056027859449,0.88792775059464,2.6419,71
5,2021-02-15,0.5,2.86958862441592,1.40753881098781,2.2659,93.5
5,2021-02-15,1.5,2.87162238564342,1.41889322417266,2.2609,93.5
5,2021-02-15,3,2.9001945707947,1.50659279151146,2.2873,93.5
5,2021-02-15,4,2.94542731221765,1.47087383752839,2.2635,93.5
5,2021-02-15,5,2.94870255311951,1.38903450422467,2.2871,93.5
5,2021-02-15,6,2.9545165067073,1.26242635237956,2.3154,93.5
5,2021-02-15,7,2.95402474898845,1.22757408002943,2.2701,93.5
5,2021-02-15,8,2.97178383938968,1.17932662537412,2.3034,93.5
5,2021-02-15,9,2.95922359988093,1.18151987187725,2.2976,93.5
5,2021-02-15,10,2.97917972899973,1.16353360032623,2.3186,93.5
5,2021-02-15,11,2.98667028812692,1.1173976449524,2.2797,93.5
6,2021-02-15,0.5,2.30731966194697,1.51397563806021,2.0226,89.5
6,2021-02-15,1.5,2.55355304982513,1.47861439755432,2.0175,89.5
6,2021-02-15,3,2.57550054654479,1.46900623657369,2.0457,89.5
6,2021-02-15,4,2.59079979561269,1.46874294879563,2.0277,89.5
6,2021-02-15,5,2.61632179994136,1.41493329316901,2.0485,89.5
6,2021-02-15,6,2.62516694841906,1.28869640348243,2.0716,89.5
6,2021-02-15,7,2.62756367781665,1.23779904888274,2.0269,89.5
6,2021-02-15,8,2.66017182711977,1.16850745483346,2.064,89.5
6,2021-02-15,9,2.6776515525009,1.17122753368548,2.0614,89.5
6,2021-02-15,10,2.70953512165695,1.15154595048267,2.0858,89.5
6,2021-02-15,11,2.77324662905186,1.12946151743126,2.0574,89.5
7,2021-02-15,0.5,2.43351236177608,1.57487871014495,2.5452,90.5
7,2021-02-15,1.5,2.83203466746956,1.5722728723846,2.5418,90.5
7,2021-02-15,2.5,2.78249932864681,1.45510492889149,2.5794,90.5
7,2021-02-15,4,2.7910227991268,1.43371616778672,2.5683,90.5
7,2021-02-15,5,2.8406857354939,1.36931914536345,2.5961,90.5
7,2021-02-15,6,2.89316638427321,1.30519661982492,2.6433,90.5
7,2021-02-15,7,2.9025483478047,1.22225404417271,2.6349,90.5
7,2021-02-15,8,2.94472583442926,1.17003540397806,2.765,90.5
7,2021-02-15,9,2.97317321766168,1.13789786194359,2.841,90.5
7,2021-02-15,10,3.01107365757227,1.10711179708446,2.9192,90.5
7,2021-02-15,11,3.10236601556651,1.06779674551306,2.9333,90.5
8,2021-02-15,0.5,2.40045138904825,1.76232652920248,2.5882,90
8,2021-02-15,1.5,2.92114234207198,1.59904236342701,2.582,90
8,2021-02-15,2.5,2.90523512534099,1.51342980110594,2.617,90
8,2021-02-15,4,3.0248763326183,1.49763955995465,2.5973,90
8,2021-02-15,5,3.02558599486947,1.41596025051468,2.6204,90
8,2021-02-15,6,3.05634657119168,1.2514905744396,2.6465,90
8,2021-02-15,7,3.04797859642655,1.16920447287641,2.6026,90
8,2021-02-15,8,3.06233202204108,1.09417550462296,2.632,90
8,2021-02-15,9,3.08024389922619,1.09843083507388,2.6296,90
8,2021-02-15,10,3.14549818195403,1.05349797475528,2.654,90
8,2021-02-15,11,3.24044396162033,1.00264979100405,2.6174,90
9,2021-02-15,0.5,3.02917844571173,1.62414392959934,3.0124,95.5
9,2021-02-15,1.5,3.2015912229009,1.56500190555049,2.9916,95.5
9,2021-02-15,2.5,3.10273836617358,1.5580642523448,3.0118,95.5
9,2021-02-15,4,3.07035645998549,1.52568617778788,2.9838,95.5
9,2021-02-15,5,3.10356651358772,1.419578752341,3.0058,95.5
9,2021-02-15,6,3.12713645599782,1.32118425647544,3.0297,95.5
9,2021-02-15,7,3.11196041055024,1.28778682900174,2.9841,95.5
9,2021-02-15,8,3.16038365185261,1.22458036697864,3.0118,95.5
9,2021-02-15,9,3.16852121932432,1.21314430475804,3.0057,95.5
9,2021-02-15,10,3.1976717223227,1.16475771209738,3.0265,95.5
9,2021-02-15,11,3.25770406469703,1.12596741615128,2.9906,95.5
10,2021-02-15,0.5,3.07202890541405,1.52650038782572,3.3278,94
10,2021-02-15,1.5,3.1384409250319,1.46349285018238,3.309,94
10,2021-02-15,2.5,3.10736351441592,1.38977590949885,3.3352,94
10,2021-02-15,4,3.12211356025189,1.43245399646477,3.3212,94
10,2021-02-15,5,3.16670123344287,1.48947137603283,3.3608,94
10,2021-02-15,6,3.10460496932268,1.40363899444187,3.3953,94
10,2021-02-15,7,3.13170608974993,1.32401064840804,3.3564,94
10,2021-02-15,8,3.07582587592304,1.32748839631435,3.3889,94
10,2021-02-15,9,3.10841189783067,1.31586704574239,3.3869,94
10,2021-02-15,10,3.11323455750942,1.27817630685248,3.4147,94
10,2021-02-15,11,3.16026912458241,1.27140886184897,3.3827,94
11,2021-02-15,0.5,3.16042288553668,1.68151278251591,4.2003,93.5
11,2021-02-15,1.5,3.2304772467725,1.58972941328306,4.1974,93.5
11,2021-02-15,2.5,3.20872605105862,1.52595136137127,4.235,93.5
11,2021-02-15,4,3.19037319222931,1.46318220092831,4.2217,93.5
11,2021-02-15,5,3.26783780932426,1.41156707527914,4.2549,93.5
11,2021-02-15,6,3.27256929397583,1.3103291362612,4.2876,93.5
11,2021-02-15,7,3.28775313172489,1.26144143388723,4.2407,93.5
11,2021-02-15,8,3.28440417550504,1.19589669695487,4.2694,93.5
11,2021-02-15,9,3.2647697047703,1.19670341273464,4.2682,93.5
11,2021-02-15,10,3.27195093903225,1.19803978118327,4.2886,93.5
11,2021-02-15,11,3.33080899380147,1.17771239670079,4.2513,93.5
12,2021-02-15,0.5,3.37354497620836,1.68129165239896,4.1458,93.5
12,2021-02-15,1.5,3.4403425565362,1.54494768977269,4.1292,93.5
12,2021-02-15,2.5,3.3922929316829,1.46055038688029,4.1538,93.5
12,2021-02-15,4,3.37034859124571,1.45023348147524,4.1277,93.5
12,2021-02-15,5,3.38407401025295,1.41638497132437,4.1489,93.5
12,2021-02-15,6,3.37038180045784,1.29077455158068,4.1757,93.5
12,2021-02-15,7,3.3804862190783,1.23219219524979,4.1286,93.5
12,2021-02-15,8,3.38038574904203,1.14310726312654,4.1603,93.5
12,2021-02-15,9,3.38719889469445,1.14030715307308,4.1542,93.5
12,2021-02-15,10,3.4087357082963,1.12918444496947,4.1691,93.5
12,2021-02-15,11,3.42646201565862,1.10498902633202,4.1305,93.5
13,2021-02-15,0.5,3.46314619809389,1.74732092140894,4.5509,94.5
13,2021-02-15,1.5,3.57044263685122,1.68105369893799,4.5187,94.5
13,2021-02-15,2.5,3.60171781718731,1.62695811119167,4.5365,94.5
13,2021-02-15,4,3.57377395464573,1.54651291517214,4.506,94.5
13,2021-02-15,5,3.58884332314134,1.44671324101221,4.5249,94.5
13,2021-02-15,6,3.61011593274772,1.31273270878887,4.5287,94.5
13,2021-02-15,7,3.54126172631979,1.22850621871671,4.4538,94.5
13,2021-02-15,8,3.55196685783565,1.14998066545392,4.4594,94.5
13,2021-02-15,9,3.54017020206898,1.11304798368749,4.3435,94.5
13,2021-02-15,10,3.5495328104496,1.06417195474107,4.292,94.5
13,2021-02-15,11,3.57605239912868,1.02267854575895,4.1971,94.5
14,2021-02-15,0.5,3.59873127363622,1.80866563395277,4.5736,94.5
14,2021-02-15,1.5,3.74066846936941,1.58319900703025,4.541,94.5
14,2021-02-15,2.5,3.73267490446568,1.49560341804665,4.5349,94.5
14,2021-02-15,4,3.7602529168129,1.44682682471563,4.4857,94.5
14,2021-02-15,5,3.82010407060385,1.39407358451897,4.4951,94.5
14,2021-02-15,6,3.74278572514653,1.28111829224384,4.5049,94.5
14,2021-02-15,7,3.72630403056741,1.22415253533516,4.4425,94.5
14,2021-02-15,8,3.73024121150374,1.18185193633553,4.4584,94.5
14,2021-02-15,9,3.73348746016622,1.15156380153055,4.403,94.5
14,2021-02-15,10,3.73156558379531,1.09593739585537,4.3827,94.5
14,2021-02-15,11,3.77309213250875,1.0397313489996,4.302,94.5
15,2021-02-15,0.5,3.86180812180042,1.8686425117544,4.7694,96.5
15,2021-02-15,1.5,3.95749742202461,1.59997892517349,4.7527,96.5
15,2021-02-15,3,3.90280330121517,1.51806633951352,4.774,96.5
15,2021-02-15,4,3.80337983001024,1.46071048891595,4.7464,96.5
15,2021-02-15,5,3.83531019479036,1.38667301718253,4.7718,96.5
15,2021-02-15,6,3.84556243240833,1.24967989814821,4.7959,96.5
15,2021-02-15,7,3.83042878419161,1.17598259248844,4.7529,96.5
15,2021-02-15,8,3.82915725171566,1.11898117399191,4.781,96.5
15,2021-02-15,9,3.83122596949339,1.09845251021459,4.776,96.5
15,2021-02-15,10,3.84182347178459,1.06575111081489,4.7893,96.5
15,2021-02-15,11,3.84194715827703,1.06215861514094,4.7532,96.5
16,2021-02-15,0.5,3.98412305854261,1.84101873424895,5.0014,96
16,2021-02-15,1.5,4.08074704125524,1.57650242321128,5.0056,96
16,2021-02-15,2.5,4.00919812634587,1.48294235908225,5.0142,96
16,2021-02-15,4,3.98419010423124,1.48346822912396,4.9649,96
16,2021-02-15,5,3.99665452450514,1.30176237950575,4.8742,96
16,2021-02-15,6,4.01118177592754,1.26867849426082,4.7576,96
16,2021-02-15,7,3.98504756301641,1.19951598644339,4.6704,96
16,2021-02-15,8,4.00466086894274,1.17611119178493,4.671,96
16,2021-02-15,9,3.99723793745041,1.16474538568275,4.6422,96
16,2021-02-15,10,4.01780504107475,1.13482374327134,4.6376,96
16,2021-02-15,11,4.01274241030216,1.10532546720446,4.5702,96
17,2021-02-15,0.5,4.11211686760187,1.89736639639758,5.4701,95
17,2021-02-15,1.5,4.11256538800895,1.67661637007431,5.4569,95
17,2021-02-15,2.5,4.05691971965134,1.59289468447489,5.4804,95
17,2021-02-15,4,3.98608975440264,1.54162558656631,5.4574,95
17,2021-02-15,5,3.97928720146418,1.48224486364464,5.4706,95
17,2021-02-15,6,3.98265743136406,1.32300897609138,5.4998,95
17,2021-02-15,7,3.96938158094883,1.23769385441326,5.4428,95
17,2021-02-15,8,3.97036187261343,1.18273847901249,5.4574,95
17,2021-02-15,9,3.94517186015844,1.17400335431036,5.4409,95
17,2021-02-15,10,3.96813077807426,1.13909746452092,5.4497,95
17,2021-02-15,11,3.98527274429798,1.08840431355264,5.308,95
