0|0|0|200|200|200|"Moist"|"230407635"|"144509774"
0|0|0|200|200|200|"Moist"|"230407640"|"144509779"
0|0|0|200|200|200|"Moist"|"230407639"|"144509778"
0|0|0|200|200|200|"Moist"|"230407636"|"144509775"
0|0|0|200|200|200|"Moist"|"230407632"|"144509771"
0|0|0|200|200|200|"Moist"|"230407638"|"144509777"
0|0|0|200|200|200|"Moist"|"230407642"|"144509781"
0|0|0|200|200|200|"Moist"|"230407637"|"144509776"
0|0|0|200|200|200|"Moist"|"230407643"|"144509782"
0|0|0|200|200|200|"Moist"|"230407633"|"144509772"
0|0|0|200|200|200|"Moist"|"230407641"|"144509780"
0|0|0|200|200|200|"Moist"|"230407634"|"144509773"
0|0|0|200|200|200|"Moist"|"230407676"|"144509815"
0|0|0|200|200|200|"Moist"|"230407671"|"144509810"
0|0|0|200|200|200|"Moist"|"230407674"|"144509813"
0|0|0|200|200|200|"Moist"|"230407675"|"144509814"
0|0|0|200|200|200|"Moist"|"230407678"|"144509817"
0|0|0|200|200|200|"Moist"|"230407673"|"144509812"
0|0|0|200|200|200|"Moist"|"230407668"|"144509807"
0|0|0|200|200|200|"Moist"|"230407679"|"144509818"
0|0|0|200|200|200|"Moist"|"230407669"|"144509808"
0|0|0|200|200|200|"Moist"|"230407677"|"144509816"
0|0|0|200|200|200|"Moist"|"230407672"|"144509811"
0|0|0|200|200|200|"Moist"|"230407670"|"144509809"
0|0|0|200|200|200|"Moist"|"230407683"|"144509822"
0|0|0|200|200|200|"Moist"|"230407688"|"144509827"
0|0|0|200|200|200|"Moist"|"230407687"|"144509826"
0|0|0|200|200|200|"Moist"|"230407684"|"144509823"
0|0|0|200|200|200|"Moist"|"230407680"|"144509819"
0|0|0|200|200|200|"Moist"|"230407686"|"144509825"
0|0|0|200|200|200|"Moist"|"230407690"|"144509829"
0|0|0|200|200|200|"Moist"|"230407685"|"144509824"
0|0|0|200|200|200|"Moist"|"230407691"|"144509830"
0|0|0|200|200|200|"Moist"|"230407681"|"144509820"
0|0|0|200|200|200|"Moist"|"230407689"|"144509828"
0|0|0|200|200|200|"Moist"|"230407682"|"144509821"
0|0|0|200|200|200|"Moist"|"230407700"|"144509839"
0|0|0|200|200|200|"Moist"|"230407695"|"144509834"
0|0|0|200|200|200|"Moist"|"230407699"|"144509838"
0|0|0|200|200|200|"Moist"|"230407692"|"144509831"
0|0|0|200|200|200|"Moist"|"230407698"|"144509837"
0|0|0|200|200|200|"Moist"|"230407702"|"144509841"
0|0|0|200|200|200|"Moist"|"230407697"|"144509836"
0|0|0|200|200|200|"Moist"|"230407703"|"144509842"
0|0|0|200|200|200|"Moist"|"230407693"|"144509832"
0|0|0|200|200|200|"Moist"|"230407701"|"144509840"
0|0|0|200|200|200|"Moist"|"230407696"|"144509835"
0|0|0|200|200|200|"Moist"|"230407694"|"144509833"
0|0|0|200|200|200|"Moist"|"230407820"|"144509959"
0|0|0|200|200|200|"Moist"|"230407815"|"144509954"
0|0|0|200|200|200|"Moist"|"230407819"|"144509958"
0|0|0|200|200|200|"Moist"|"230407812"|"144509951"
0|0|0|200|200|200|"Moist"|"230407818"|"144509957"
0|0|0|200|200|200|"Moist"|"230407822"|"144509961"
0|0|0|200|200|200|"Moist"|"230407817"|"144509956"
0|0|0|200|200|200|"Moist"|"230407823"|"144509962"
0|0|0|200|200|200|"Moist"|"230407813"|"144509952"
0|0|0|200|200|200|"Moist"|"230407821"|"144509960"
0|0|0|200|200|200|"Moist"|"230407816"|"144509955"
0|0|0|200|200|200|"Moist"|"230407814"|"144509953"
0|0|0|200|200|200|"Moist"|"230407827"|"144509966"
0|0|0|200|200|200|"Moist"|"230407832"|"144509971"
0|0|0|200|200|200|"Moist"|"230407831"|"144509970"
0|0|0|200|200|200|"Moist"|"230407828"|"144509967"
0|0|0|200|200|200|"Moist"|"230407824"|"144509963"
0|0|0|200|200|200|"Moist"|"230407830"|"144509969"
0|0|0|200|200|200|"Moist"|"230407834"|"144509973"
0|0|0|200|200|200|"Moist"|"230407829"|"144509968"
0|0|0|200|200|200|"Moist"|"230407835"|"144509974"
0|0|0|200|200|200|"Moist"|"230407825"|"144509964"
0|0|0|200|200|200|"Moist"|"230407833"|"144509972"
0|0|0|200|200|200|"Moist"|"230407826"|"144509965"
0|0|0|200|200|200|"Moist"|"230407912"|"144510070"
0|0|0|122|153|200|"Moist"|"230407909"|"144510065"
122|153|200|200|200|200|"Wet"|"230407909"|"144510066"
0|0|0|122|153|200|"Moist"|"230407910"|"144510067"
122|153|200|200|200|200|"Wet"|"230407910"|"144510068"
0|0|0|200|200|200|"Moist"|"230407911"|"144510069"
0|0|0|200|200|200|"Moist"|"230407913"|"144510071"
0|0|0|200|200|200|"Moist"|"230407917"|"144510075"
0|0|0|200|200|200|"Moist"|"230407914"|"144510072"
0|0|0|200|200|200|"Moist"|"230407916"|"144510074"
0|0|0|200|200|200|"Moist"|"230407915"|"144510073"
0|0|0|200|200|200|"Moist"|"230407918"|"144510076"
0|0|0|122|153|200|"Moist"|"230407908"|"144510063"
122|153|200|200|200|200|"Wet"|"230407908"|"144510064"
0|0|0|122|153|200|"Moist"|"230407919"|"144510077"
122|153|200|200|200|200|"Wet"|"230407919"|"144510078"
