horizon,forecast_date,depth,mean,sd,obs,turnover_pct
1,2021-09-10,1,23.2215400028229,0.809386796042583,24.0731,0
1,2021-09-10,2,23.2721482563019,0.763376264095388,24.0591,0
1,2021-09-10,3,23.273631811142,0.752038968215464,23.5185,0
1,2021-09-10,4,22.8045222949982,0.809522001156809,22.5224,0
1,2021-09-10,5,17.5244676971436,0.658824565057919,17.9473,0
1,2021-09-10,6.5,13.4790263938904,0.419395416153798,14.2617,0
1,2021-09-10,7.5,11.1195841693878,0.346009847813543,11.1448,0
1,2021-09-10,8.5,10.0078662014008,0.286334318996042,10.0621,0
1,2021-09-10,9.5,9.74139044761658,0.310057352015684,9.76,0
1,2021-09-10,10.5,9.26829245090485,0.294558821234107,9.5132,0
2,2021-09-10,1,23.0068443107605,1.0289436121272,23.7268,0
2,2021-09-10,2,22.8401810646057,0.98799436395695,23.6848,0
2,2021-09-10,3,22.6065390968323,1.03959198183777,23.105,0
2,2021-09-10,4,22.239415397644,1.08127552486018,21.9429,0
2,2021-09-10,5,17.6660995340347,0.949450140133292,18.4883,0
2,2021-09-10,6.5,13.4594215393066,0.619372902645614,13.579,0
2,2021-09-10,7.5,11.1658795452118,0.530880855918644,11.1524,0
2,2021-09-10,8.5,9.98589552879334,0.421582296498004,10.3281,0
2,2021-09-10,9.5,9.69885081291199,0.415673652746644,9.8908,0
2,2021-09-10,10.5,9.11023705482483,0.406623441598849,9.4425,0
3,2021-09-10,1,22.6405614280701,1.13984107493998,24.1312,0
3,2021-09-10,2,22.5195088577271,1.20676702451913,24.11,0
3,2021-09-10,3,22.3279808330536,1.24087316073451,24.0328,0
3,2021-09-10,4,21.8031985092163,1.30724765806702,22.6405,0
3,2021-09-10,5,17.8330643320084,1.19024103452295,18.3217,0
3,2021-09-10,6,14.7981330108643,0.891152744591763,14.1017,0
3,2021-09-10,7.5,11.1907525682449,0.652278249090591,11.073,0
3,2021-09-10,8.5,9.96611692428589,0.51310621345628,10.1095,0
3,2021-09-10,9.5,9.65152953624725,0.511272753209577,9.7308,0
3,2021-09-10,10.5,8.99617674589157,0.501810399671993,9.5166,0
4,2021-09-10,1,22.8421599578857,1.28446922677679,24.7103,0
4,2021-09-10,2,22.2079344177246,1.27155819939934,23.5292,0
4,2021-09-10,3,21.9290022182465,1.34582839954442,23.2885,0
4,2021-09-10,4,21.3973855113983,1.42914768854188,22.5047,0
4,2021-09-10,5,17.8164925861359,1.33165538792059,18.603,0
4,2021-09-10,6,14.7549795103073,0.992293404412701,14.1403,0
4,2021-09-10,7.5,11.2050940752029,0.721031094242886,10.8981,0
4,2021-09-10,8.5,9.92212471961975,0.580688549828424,10.1494,0
4,2021-09-10,9.5,9.57716861248016,0.558421209026584,9.9287,0
4,2021-09-10,10.5,8.86380272388458,0.568974062506135,9.4936,0
5,2021-09-10,1,22.8399153614044,1.22498039554612,24.2102,0
5,2021-09-10,2,22.4362419605255,1.23448226423961,23.6722,0
5,2021-09-10,3,21.7989552593231,1.38978263988367,23.381,0
5,2021-09-10,4,21.1472124576569,1.51551962200195,22.4558,0
5,2021-09-10,5,17.837580242157,1.47832006844773,18.2631,0
5,2021-09-10,6,14.7533407640457,1.03584065695707,13.2894,0
5,2021-09-10,7.5,11.2073678302765,0.789042697386628,11.4394,0
5,2021-09-10,8.5,9.91990349769592,0.619233163127066,10.4806,0
5,2021-09-10,9.5,9.5292383813858,0.628098854139125,10.0149,0
5,2021-09-10,10.5,8.76148490667343,0.621768125304635,9.5484,0
6,2021-09-10,1,22.6022427463531,1.34887542313003,24.6245,0
6,2021-09-10,2,22.306521396637,1.39509373830183,24.2464,0
6,2021-09-10,3,21.6822346401215,1.51858810383639,23.2718,0
